date,World,Afghanistan,Africa,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North America,North Korea,North Macedonia,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2020-12-26,80626427.0,51764.0,2646070.0,55755.0,97857.0,7806.0,17149.0,12.0,155.0,1578267.0,157349.0,5287.0,20330362.0,28308.0,346816.0,213192.0,7788.0,91518.0,508099.0,352.0,184922.0,638030.0,10490.0,3205.0,581.0,597.0,154349.0,182.0,109330.0,14025.0,7469541.0,86.0,152.0,197384.0,6255.0,786.0,364.0,26277.0,554321.0,11698.0,318.0,4948.0,1986.0,598394.0,93516.0,1584903.0,715.0,6908.0,,162990.0,22081.0,204312.0,11038.0,4140.0,19366.0,667569.0,16763.0,151167.0,5805.0,88.0,165940.0,209274.0,131315.0,44892.0,5236.0,992.0,25027.0,8367.0,122413.0,22722225.0,14935800.0,571.0,29.0,46.0,35050.0,2591070.0,16550.0,9497.0,3791.0,220508.0,1627103.0,54286.0,1593.0,135114.0,26.0,112.0,135171.0,13646.0,2447.0,6289.0,9846.0,39948685.0,119097.0,8540.0,315362.0,5683.0,10187850.0,706837.0,721.0,1194963.0,590779.0,85394.0,374.0,398664.0,2038759.0,12684.0,218378.0,286356.0,197142.0,95843.0,,50405.0,149449.0,80182.0,41.0,35819.0,169472.0,2725.0,1800.0,97653.0,2063.0,132396.0,392272.0,16991364.0,45209.0,46.0,17633.0,6343.0,103900.0,13618.0,6574.0,12241.0,4.0,13516.0,527.0,1377217.0,,140996.0,797.0,1075.0,46327.0,13.0,430562.0,18162.0,121280.0,21398.0,,257700.0,764378.0,38.0,2144.0,4790.0,3057.0,83576.0,22034294.0,,81425.0,46678.0,47894.0,128290.0,471335.0,,131904.0,228724.0,780.0,104162.0,1005546.0,469005.0,1253957.0,392996.0,142903.0,613760.0,2992123.0,7817.0,4.0,30.0,305.0,15.0,109.0,2.0,2264.0,1014.0,362066.0,18523.0,323367.0,211.0,2549.0,58519.0,242338.0,114184.0,17.0,4690.0,994911.0,12844861.0,56872.0,3455.0,1854951.0,40380.0,24588.0,5938.0,396048.0,428197.0,10932.0,783.0,13518.0,509.0,6020.0,41.0,3555.0,,7104.0,130230.0,2133373.0,844.0,,33563.0,1049717.0,200892.0,2256005.0,19169547.0,23293099.0,16218.0,76666.0,1.0,27.0,111951.0,1440.0,4.0,2092.0,19671.0,12963.0
2020-12-27,81039598.0,51848.0,2664745.0,56254.0,98249.0,7821.0,17240.0,12.0,155.0,1583297.0,157834.0,5305.0,20401900.0,28337.0,348103.0,214711.0,7834.0,91733.0,509148.0,356.0,186747.0,638877.0,10561.0,3205.0,581.0,623.0,154843.0,182.0,109691.0,14025.0,7487155.0,86.0,152.0,197716.0,6344.0,804.0,364.0,26277.0,559865.0,11714.0,318.0,4948.0,2005.0,600105.0,93551.0,1594497.0,715.0,6908.0,,162990.0,22152.0,204930.0,11205.0,4144.0,19391.0,670599.0,16839.0,153347.0,5813.0,88.0,166764.0,209355.0,132541.0,45157.0,5248.0,1039.0,25392.0,8484.0,122864.0,22857283.0,14997011.0,579.0,29.0,46.0,35233.0,2599937.0,16550.0,9497.0,3793.0,221605.0,1640858.0,54401.0,1661.0,135456.0,26.0,112.0,135309.0,13674.0,2447.0,6293.0,9846.0,40197589.0,119097.0,8610.0,316060.0,5683.0,10207871.0,713365.0,721.0,1200465.0,591597.0,86129.0,374.0,401470.0,2047696.0,12723.0,221322.0,287946.0,197902.0,95923.0,,50620.0,149653.0,80373.0,41.0,36330.0,171226.0,2725.0,1800.0,98381.0,2086.0,134220.0,394208.0,17045836.0,45209.0,46.0,17714.0,6354.0,105096.0,13644.0,6629.0,12325.0,4.0,13642.0,527.0,1383434.0,,141355.0,797.0,1082.0,46694.0,13.0,432079.0,18265.0,121886.0,21923.0,,258181.0,771793.0,38.0,2144.0,4790.0,3110.0,84414.0,22186462.0,,81721.0,47059.0,47923.0,128472.0,473309.0,,133093.0,231357.0,780.0,104422.0,1005546.0,469886.0,1257799.0,394573.0,143062.0,615809.0,3019972.0,7970.0,4.0,32.0,305.0,15.0,109.0,2.0,2264.0,1014.0,362220.0,18609.0,326060.0,211.0,2560.0,58524.0,243424.0,114806.0,17.0,4690.0,1004413.0,12880564.0,57680.0,3490.0,1854951.0,41054.0,24694.0,5978.0,396048.0,428197.0,11033.0,785.0,13555.0,509.0,6141.0,41.0,3555.0,,7112.0,131592.0,2147578.0,849.0,,33811.0,1056265.0,201836.0,2288345.0,19305730.0,23400958.0,16728.0,76751.0,1.0,27.0,112316.0,1441.0,4.0,2094.0,19834.0,13077.0
2020-12-28,81538767.0,52007.0,2679944.0,56572.0,98631.0,7875.0,17296.0,13.0,158.0,1590513.0,157948.0,5323.0,20471872.0,28349.0,349266.0,215483.0,7834.0,91935.0,510080.0,365.0,188588.0,639734.0,10591.0,3205.0,581.0,623.0,155594.0,182.0,109911.0,14025.0,7514592.0,86.0,152.0,198053.0,6344.0,804.0,364.0,26277.0,566135.0,11723.0,318.0,4948.0,2015.0,602028.0,93594.0,1603807.0,715.0,6908.0,,165762.0,22176.0,205246.0,11434.0,4151.0,19657.0,674340.0,16917.0,155826.0,5813.0,88.0,167405.0,209758.0,133900.0,45415.0,5248.0,1039.0,25808.0,8687.0,123145.0,23025950.0,15075272.0,582.0,29.0,46.0,35424.0,2602897.0,16696.0,9510.0,3793.0,222143.0,1651834.0,54503.0,1706.0,135931.0,26.0,124.0,135441.0,13688.0,2447.0,6298.0,9958.0,40524792.0,119713.0,8671.0,316669.0,5726.0,10224303.0,719219.0,721.0,1206373.0,592528.0,86894.0,374.0,407285.0,2056277.0,12732.0,223719.0,289748.0,198659.0,95992.0,,50801.0,149857.0,80535.0,41.0,36838.0,172820.0,2956.0,1800.0,98913.0,2115.0,135800.0,395586.0,17094766.0,45849.0,46.0,17714.0,6377.0,106690.0,13660.0,6703.0,12426.0,4.0,13778.0,527.0,1389430.0,,141924.0,801.0,1121.0,46969.0,13.0,433029.0,18310.0,122534.0,22287.0,,258840.0,779313.0,38.0,2151.0,4790.0,3159.0,84811.0,22380587.0,,81804.0,47585.0,48088.0,128563.0,475085.0,,134310.0,233705.0,780.0,105374.0,1007657.0,470650.0,1261010.0,396666.0,143222.0,618429.0,3047335.0,8021.0,4.0,32.0,331.0,15.0,109.0,2.0,2276.0,1014.0,362339.0,18728.0,328619.0,211.0,2560.0,58529.0,244297.0,115327.0,17.0,4690.0,1011871.0,12931605.0,58725.0,3491.0,1879413.0,41603.0,24888.0,6013.0,396048.0,438284.0,11138.0,793.0,13591.0,509.0,6285.0,44.0,3576.0,,7115.0,133204.0,2162775.0,849.0,,33973.0,1061074.0,202863.0,2329730.0,19480363.0,23522615.0,17306.0,76832.0,1.0,27.0,112636.0,1451.0,4.0,2096.0,19943.0,13148.0
2020-12-29,82210615.0,52147.0,2700072.0,57146.0,98988.0,7919.0,17371.0,13.0,158.0,1602163.0,158296.0,5373.0,20553589.0,28381.0,350963.0,216584.0,7846.0,92169.0,511261.0,371.0,190404.0,641411.0,10668.0,3205.0,595.0,636.0,156887.0,182.0,110454.0,14025.0,7570963.0,86.0,152.0,199491.0,6537.0,809.0,364.0,26277.0,575540.0,11752.0,326.0,4961.0,2048.0,603986.0,93619.0,1614822.0,765.0,6908.0,,166799.0,22250.0,206596.0,11601.0,4179.0,20408.0,685202.0,17182.0,158447.0,5813.0,88.0,168265.0,210326.0,135233.0,45684.0,5248.0,1220.0,26283.0,8934.0,123388.0,23272435.0,15221481.0,601.0,29.0,49.0,35859.0,2614292.0,16795.0,9510.0,3797.0,224155.0,1664726.0,54681.0,1793.0,136976.0,26.0,127.0,136287.0,13688.0,2452.0,6301.0,9958.0,40963780.0,120912.0,8724.0,317571.0,5736.0,10244852.0,727122.0,721.0,1212481.0,593541.0,88439.0,374.0,412398.0,2067487.0,12752.0,227346.0,291393.0,199555.0,96139.0,,50910.0,150093.0,80654.0,41.0,37676.0,175118.0,3005.0,1800.0,99350.0,2153.0,138315.0,397866.0,17156700.0,46088.0,46.0,17714.0,6388.0,108615.0,13691.0,6796.0,12541.0,4.0,13989.0,527.0,1401529.0,,142851.0,827.0,1137.0,47404.0,13.0,435189.0,18372.0,123153.0,22851.0,,259548.0,788723.0,38.0,2151.0,4790.0,3208.0,85560.0,22618134.0,,82301.0,48278.0,48222.0,128633.0,477240.0,,135459.0,238279.0,780.0,106136.0,1008908.0,471526.0,1268634.0,400002.0,143428.0,623066.0,3073923.0,8128.0,4.0,32.0,331.0,15.0,113.0,2.0,2276.0,1014.0,362488.0,18806.0,331755.0,211.0,2569.0,58542.0,252945.0,117305.0,17.0,4690.0,1021451.0,13017442.0,59773.0,3511.0,1893502.0,42056.0,25060.0,6098.0,428533.0,442481.0,11243.0,795.0,13625.0,509.0,6440.0,44.0,3604.0,,7127.0,134802.0,2178580.0,865.0,,34281.0,1068476.0,204369.0,2382865.0,19687204.0,23691261.0,17962.0,76907.0,1.0,27.0,112861.0,1454.0,4.0,2096.0,20177.0,13325.0
2020-12-30,82935896.0,52330.0,2730665.0,57727.0,99311.0,7983.0,17433.0,13.0,158.0,1613928.0,158878.0,5442.0,20637370.0,28405.0,353088.0,217636.0,7857.0,92425.0,512496.0,372.0,192361.0,644242.0,10724.0,3251.0,595.0,655.0,158372.0,186.0,110985.0,14700.0,7626563.0,86.0,157.0,201220.0,6631.0,809.0,366.0,26277.0,583254.0,11793.0,330.0,4963.0,2077.0,606950.0,93657.0,1626461.0,765.0,6908.0,,168114.0,22366.0,208446.0,11687.0,4230.0,21315.0,701622.0,17376.0,161230.0,5824.0,88.0,169579.0,211512.0,136644.0,45960.0,5264.0,1252.0,27256.0,9146.0,123856.0,23547776.0,15397589.0,605.0,29.0,49.0,36167.0,2640749.0,16851.0,9571.0,3797.0,225893.0,1687185.0,54771.0,1973.0,137918.0,27.0,127.0,137166.0,13707.0,2452.0,6319.0,9999.0,41441081.0,120912.0,8778.0,319543.0,5754.0,10266674.0,735124.0,721.0,1218753.0,594442.0,90157.0,377.0,416584.0,2083689.0,12793.0,231217.0,293067.0,200443.0,96251.0,,50910.0,150298.0,80843.0,41.0,39043.0,177996.0,3094.0,1800.0,99935.0,2190.0,141793.0,400473.0,17222748.0,46415.0,46.0,17714.0,6471.0,110485.0,13738.0,7029.0,12665.0,4.0,14191.0,527.0,1413935.0,,143841.0,853.0,1175.0,47782.0,13.0,437332.0,18485.0,123740.0,23333.0,,260059.0,798415.0,38.0,2162.0,4829.0,3208.0,86576.0,22865681.0,,82794.0,49010.0,48313.0,128719.0,479715.0,,136736.0,242744.0,780.0,106958.0,1010496.0,472532.0,1281414.0,406051.0,143621.0,627941.0,3100018.0,8250.0,4.0,32.0,340.0,16.0,115.0,2.0,2333.0,1014.0,362601.0,18945.0,334991.0,226.0,2583.0,58569.0,262688.0,119740.0,17.0,4714.0,1039161.0,13105370.0,60740.0,3540.0,1910218.0,42702.0,25238.0,6181.0,437379.0,447905.0,11344.0,797.0,13662.0,509.0,6690.0,44.0,3611.0,,7132.0,137216.0,2194272.0,874.0,,34677.0,1076880.0,206092.0,2432888.0,19905952.0,23870581.0,18480.0,76985.0,1.0,27.0,113121.0,1456.0,4.0,2097.0,20462.0,13625.0
2020-12-31,83775612.0,52330.0,2760454.0,58316.0,99610.0,8049.0,17553.0,13.0,159.0,1625514.0,159409.0,5489.0,20722487.0,28425.0,356063.0,218700.0,7871.0,92675.0,513510.0,383.0,194284.0,646496.0,10776.0,3251.0,604.0,670.0,160124.0,196.0,110985.0,14805.0,7681032.0,86.0,157.0,202266.0,6707.0,818.0,378.0,26277.0,590249.0,11840.0,338.0,4963.0,2113.0,608973.0,93679.0,1642775.0,823.0,7107.0,,169321.0,22490.0,210837.0,11863.0,4260.0,22346.0,718661.0,17658.0,163479.0,5831.0,88.0,170785.0,212512.0,138062.0,46242.0,5277.0,1320.0,27990.0,9358.0,124264.0,23836584.0,15580265.0,610.0,29.0,49.0,36422.0,2660676.0,16926.0,9571.0,3797.0,227420.0,1719737.0,54771.0,2040.0,138850.0,27.0,127.0,138012.0,13722.0,2452.0,6332.0,9999.0,42026729.0,121827.0,8846.0,322514.0,5754.0,10286709.0,743198.0,721.0,1225142.0,595291.0,91779.0,377.0,423262.0,2107166.0,12827.0,235749.0,294494.0,201196.0,96458.0,,51144.0,150584.0,81034.0,41.0,40904.0,181503.0,3094.0,1800.0,100277.0,2221.0,145052.0,403169.0,17290559.0,46415.0,46.0,17714.0,6583.0,113010.0,13757.0,7090.0,12774.0,4.0,14364.0,527.0,1426094.0,,144818.0,875.0,1195.0,48247.0,13.0,439193.0,18642.0,124630.0,23941.0,,260593.0,806620.0,38.0,2162.0,4829.0,3323.0,87607.0,23207711.0,,83329.0,49567.0,48408.0,128867.0,482178.0,,138004.0,246790.0,780.0,107932.0,1015137.0,474064.0,1294878.0,413678.0,143834.0,632263.0,3127347.0,8383.0,4.0,32.0,353.0,16.0,121.0,2.0,2333.0,1014.0,362741.0,19140.0,337923.0,226.0,2611.0,58599.0,274603.0,122152.0,17.0,4714.0,1057161.0,13199247.0,61769.0,3558.0,1928265.0,43299.0,25500.0,6210.0,437379.0,452296.0,11434.0,799.0,13665.0,509.0,6884.0,44.0,3633.0,,7150.0,139140.0,2208652.0,893.0,,35216.0,1086997.0,207822.0,2488780.0,20219878.0,24054132.0,19119.0,77060.0,1.0,27.0,113558.0,1465.0,4.0,2099.0,20725.0,13867.0
2021-01-01,84339277.0,52513.0,2788203.0,58316.0,99897.0,8117.0,17568.0,13.0,159.0,1629594.0,159738.0,5509.0,20797886.0,28460.0,358774.0,219041.0,7887.0,92913.0,514500.0,395.0,196223.0,648289.0,10776.0,3251.0,604.0,689.0,160985.0,196.0,112143.0,14805.0,7703971.0,86.0,157.0,202540.0,6828.0,822.0,379.0,26848.0,596582.0,11872.0,338.0,4963.0,2141.0,612564.0,93715.0,1654880.0,823.0,7107.0,,169321.0,22563.0,212007.0,12056.0,4289.0,23108.0,732022.0,17849.0,165930.0,5840.0,88.0,172218.0,213378.0,139471.0,46515.0,5277.0,1320.0,28406.0,9482.0,124652.0,24049818.0,15696457.0,610.0,29.0,49.0,36676.0,2680034.0,16926.0,9571.0,3800.0,228410.0,1719737.0,54930.0,2212.0,139447.0,27.0,127.0,138236.0,13738.0,2452.0,6348.0,10015.0,42399802.0,122974.0,8888.0,325278.0,5754.0,10305788.0,751270.0,721.0,1231429.0,596193.0,93532.0,377.0,428510.0,2129376.0,12915.0,239005.0,295765.0,202060.0,96614.0,,51502.0,150869.0,81156.0,41.0,41615.0,183888.0,3206.0,1800.0,100744.0,2245.0,147862.0,405570.0,17354166.0,46415.0,46.0,17714.0,6684.0,115078.0,13804.0,7203.0,12909.0,4.0,14581.0,527.0,1437185.0,,145258.0,885.0,1220.0,48589.0,13.0,440970.0,18794.0,125042.0,24545.0,,261019.0,815223.0,38.0,2162.0,4829.0,3403.0,88587.0,23409057.0,,83743.0,49803.0,48443.0,128867.0,484362.0,,139223.0,249733.0,780.0,108349.0,1015137.0,475820.0,1305774.0,420629.0,144042.0,636201.0,3153960.0,8460.0,4.0,32.0,353.0,16.0,121.0,2.0,2384.0,1022.0,362878.0,19364.0,339997.0,267.0,2635.0,58629.0,285079.0,123950.0,17.0,4714.0,1073887.0,13245149.0,62593.0,3558.0,1928265.0,43856.0,25730.0,6277.0,437379.0,452296.0,11526.0,802.0,13665.0,509.0,7163.0,44.0,3662.0,,7158.0,140557.0,2220855.0,893.0,,35511.0,1096855.0,209678.0,2542065.0,20397398.0,24178716.0,19753.0,77182.0,1.0,27.0,113884.0,1474.0,4.0,2101.0,20997.0,14084.0
2021-01-02,84943629.0,52586.0,2811093.0,58991.0,100159.0,8166.0,17608.0,13.0,159.0,1634834.0,159798.0,5532.0,20868712.0,28484.0,360777.0,219462.0,7887.0,93184.0,515184.0,395.0,198125.0,649169.0,10807.0,3251.0,622.0,710.0,162055.0,196.0,112143.0,14805.0,7719324.0,86.0,157.0,202880.0,6940.0,822.0,381.0,26848.0,602396.0,11883.0,338.0,4963.0,2169.0,615902.0,93762.0,1666408.0,864.0,7107.0,,169321.0,22563.0,212262.0,12225.0,4294.0,23275.0,735469.0,17998.0,167541.0,5841.0,88.0,172965.0,214513.0,140878.0,46803.0,5277.0,1320.0,28789.0,9711.0,125049.0,24233191.0,15784849.0,614.0,29.0,49.0,36804.0,2683500.0,16926.0,9571.0,3800.0,228752.0,1755351.0,55064.0,2304.0,139709.0,27.0,127.0,138316.0,13784.0,2452.0,6351.0,10015.0,42843525.0,123144.0,8923.0,326688.0,5754.0,10323965.0,758473.0,721.0,1237474.0,597033.0,96926.0,380.0,434799.0,2141201.0,12931.0,242076.0,296668.0,202880.0,96678.0,,51502.0,151074.0,81214.0,41.0,41929.0,186408.0,3206.0,1800.0,100744.0,2259.0,149105.0,407502.0,17407791.0,46415.0,46.0,17767.0,6712.0,117373.0,13834.0,7226.0,12997.0,4.0,14677.0,527.0,1443544.0,,145694.0,901.0,1242.0,48856.0,13.0,442141.0,18968.0,125616.0,24654.0,,261438.0,822625.0,38.0,2181.0,4829.0,3437.0,89163.0,23697454.0,,83789.0,50266.0,48486.0,128867.0,486634.0,,140287.0,251764.0,780.0,108718.0,1015137.0,476916.0,1312780.0,423870.0,144240.0,637395.0,3179898.0,8567.0,4.0,33.0,353.0,16.0,122.0,2.0,2428.0,1024.0,362979.0,19511.0,341904.0,267.0,2646.0,58662.0,287405.0,124343.0,17.0,4714.0,1088889.0,13283972.0,63244.0,3558.0,1928265.0,44371.0,25882.0,6343.0,437379.0,452296.0,11616.0,808.0,13671.0,509.0,7379.0,44.0,3683.0,,7162.0,141979.0,2232035.0,909.0,,35712.0,1102256.0,211641.0,2599789.0,20670022.0,24283788.0,20275.0,77182.0,1.0,27.0,114083.0,1482.0,4.0,2101.0,21230.0,14491.0
2021-01-03,85463938.0,52709.0,2833088.0,59438.0,100408.0,8192.0,17642.0,15.0,160.0,1640718.0,160027.0,5564.0,20937912.0,28504.0,362368.0,220265.0,7914.0,93478.0,516019.0,556.0,199962.0,650011.0,10901.0,3251.0,622.0,716.0,162661.0,196.0,112645.0,14805.0,7736514.0,86.0,172.0,203051.0,7051.0,833.0,382.0,26848.0,612021.0,11920.0,338.0,4963.0,2213.0,618191.0,93798.0,1675820.0,864.0,7107.0,,169321.0,22648.0,212958.0,12424.0,4317.0,23902.0,740481.0,18102.0,168711.0,5842.0,88.0,173331.0,214614.0,142187.0,46803.0,5277.0,1320.0,29131.0,9943.0,125622.0,24401214.0,15862540.0,620.0,29.0,49.0,37009.0,2695989.0,16926.0,9571.0,3800.0,229169.0,1765666.0,55168.0,2406.0,140099.0,27.0,127.0,138475.0,13784.0,2455.0,6358.0,10077.0,43208613.0,123369.0,8964.0,327995.0,5754.0,10340469.0,765350.0,721.0,1243434.0,597774.0,101887.0,380.0,441542.0,2155446.0,13049.0,245242.0,298208.0,203563.0,96802.0,,51965.0,151343.0,81388.0,41.0,42497.0,189278.0,3206.0,1800.0,101414.0,2282.0,150529.0,409967.0,17458935.0,46415.0,46.0,17767.0,6844.0,119077.0,13867.0,7253.0,13082.0,4.0,14794.0,527.0,1448755.0,,145873.0,907.0,1263.0,49195.0,13.0,443146.0,19309.0,126345.0,25116.0,,261859.0,829188.0,40.0,2181.0,4829.0,3465.0,90080.0,23918953.0,,84024.0,50716.0,48527.0,129404.0,488529.0,,141219.0,253736.0,799.0,109073.0,1018099.0,477807.0,1318562.0,427254.0,144437.0,640429.0,3203743.0,8676.0,4.0,33.0,353.0,16.0,124.0,2.0,2463.0,1024.0,363061.0,19697.0,343870.0,284.0,2673.0,58697.0,289150.0,125086.0,17.0,4714.0,1100748.0,13323523.0,64264.0,3558.0,1928265.0,44774.0,26039.0,6393.0,437379.0,452296.0,11710.0,812.0,13674.0,509.0,7694.0,46.0,3702.0,,7168.0,143544.0,2241912.0,910.0,,35922.0,1107137.0,213231.0,2654779.0,20873235.0,24385398.0,20823.0,77258.0,1.0,27.0,114230.0,1494.0,4.0,2101.0,21582.0,15265.0
2021-01-04,86021362.0,52909.0,2854863.0,59623.0,100645.0,8249.0,17684.0,15.0,160.0,1648940.0,160220.0,5606.0,21010349.0,28517.0,364003.0,220599.0,7924.0,93766.0,516929.0,606.0,201831.0,650887.0,10938.0,3251.0,624.0,734.0,163671.0,196.0,112645.0,15368.0,7761553.0,86.0,172.0,204080.0,7126.0,842.0,382.0,26848.0,621738.0,11949.0,347.0,4963.0,2229.0,620641.0,93867.0,1686131.0,864.0,7107.0,,172436.0,22800.0,213319.0,12740.0,4323.0,24431.0,746714.0,18153.0,170787.0,5846.0,88.0,175374.0,215080.0,143464.0,47087.0,5279.0,1363.0,29521.0,10138.0,125919.0,24602054.0,15960912.0,622.0,29.0,49.0,37178.0,2700011.0,16988.0,9605.0,3800.0,229763.0,1775513.0,55168.0,2513.0,140526.0,27.0,127.0,138656.0,13799.0,2455.0,6379.0,10127.0,43590799.0,123398.0,9017.0,328851.0,5795.0,10356844.0,772103.0,721.0,1249507.0,598369.0,107997.0,380.0,448173.0,2166244.0,13203.0,248585.0,299831.0,204293.0,96908.0,,51965.0,151715.0,81388.0,41.0,43118.0,192139.0,3206.0,1800.0,101975.0,2301.0,151719.0,412016.0,17509166.0,46986.0,46.0,17767.0,6935.0,120818.0,13893.0,7260.0,13230.0,4.0,14875.0,527.0,1455219.0,,146309.0,917.0,1286.0,49630.0,13.0,443802.0,19463.0,126935.0,25386.0,,262262.0,835529.0,40.0,2186.0,4829.0,3465.0,91351.0,24130706.0,,84129.0,51245.0,48607.0,129584.0,490476.0,,142228.0,256230.0,799.0,109837.0,1019475.0,478761.0,1322947.0,431623.0,144644.0,643559.0,3226758.0,8848.0,4.0,33.0,360.0,16.0,124.0,2.0,2463.0,1024.0,363155.0,19803.0,346585.0,296.0,2673.0,58721.0,290058.0,125858.0,17.0,4714.0,1113349.0,13374062.0,64979.0,3589.0,1958844.0,45242.0,26279.0,6493.0,437379.0,461961.0,11799.0,815.0,13676.0,509.0,8439.0,49.0,3722.0,,7178.0,144796.0,2255607.0,910.0,,36050.0,1111631.0,214732.0,2713563.0,21059968.0,24508356.0,21426.0,77258.0,1.0,27.0,114407.0,1497.0,4.0,2101.0,21993.0,15829.0
2021-01-05,86762224.0,53011.0,2881708.0,60283.0,100873.0,8308.0,17756.0,15.0,160.0,1662730.0,160544.0,5716.0,21093063.0,28536.0,365898.0,221401.0,7928.0,93995.0,517920.0,643.0,203104.0,652735.0,11018.0,3304.0,632.0,734.0,165268.0,196.0,113392.0,15440.0,7819636.0,97.0,172.0,205390.0,7342.0,842.0,383.0,26848.0,629266.0,11983.0,350.0,4963.0,2289.0,623101.0,93931.0,1702966.0,995.0,7107.0,,173591.0,22855.0,214390.0,12964.0,4342.0,25096.0,759635.0,18248.0,172779.0,5854.0,88.0,175849.0,216083.0,144583.0,47355.0,5279.0,1363.0,29950.0,10338.0,126241.0,24879302.0,16135103.0,626.0,29.0,53.0,37575.0,2720744.0,17088.0,9605.0,3812.0,232079.0,1787410.0,55168.0,2626.0,141453.0,28.0,127.0,139419.0,13845.0,2455.0,6407.0,10127.0,44093368.0,123822.0,9049.0,329721.0,5811.0,10374932.0,779548.0,721.0,1255620.0,599126.0,113322.0,386.0,456139.0,2181619.0,13246.0,253534.0,301303.0,205064.0,97127.0,,52333.0,152027.0,81512.0,41.0,43942.0,195759.0,3206.0,1800.0,102456.0,2332.0,153763.0,414553.0,17568191.0,47149.0,46.0,17767.0,7110.0,122845.0,13930.0,7349.0,13388.0,4.0,14981.0,531.0,1466490.0,,146921.0,947.0,1308.0,50054.0,13.0,445439.0,19542.0,127584.0,25887.0,,262784.0,842667.0,40.0,2186.0,4829.0,3500.0,92705.0,24388857.0,,84709.0,52180.0,48730.0,129774.0,492594.0,,143169.0,259770.0,799.0,110796.0,1019475.0,479693.0,1330543.0,436579.0,144852.0,648288.0,3250713.0,8955.0,4.0,33.0,380.0,16.0,133.0,2.0,2493.0,1024.0,363259.0,19964.0,349238.0,322.0,2724.0,58749.0,300405.0,128370.0,17.0,4714.0,1127759.0,13469843.0,65818.0,3589.0,1982544.0,45726.0,26279.0,6586.0,469748.0,465981.0,11890.0,817.0,13686.0,509.0,8966.0,49.0,3770.0,,7186.0,147061.0,2270101.0,918.0,,36407.0,1117256.0,216699.0,2774479.0,21292110.0,24685087.0,22104.0,77295.0,1.0,27.0,114662.0,1504.0,4.0,2101.0,22645.0,17194.0
